,Device Id,Grip Button,Menu Button,Trackpad Pressed,Trackpad Touched,Trackpad_X,Trackpad_Y,Trigger
54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,1.0,0.34789547324180603,-0.8749800324440002,0.0
150,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,1.0,0.3268316686153412,-0.8592025637626648,0.0
152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0,1.0,0.3268316686153412,-0.8592025637626648,0.0
154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,1.0,0.3124840557575226,-0.8431578278541565,0.0
156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,1.0,0.3123766779899597,-0.8329024910926819,0.0
158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,1.0,0.32079723477363586,-0.8258039355278015,0.0
160,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,1.0,0.3323608934879303,-0.8207480907440186,0.0
162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,1.0,0.36448636651039124,-0.8239991068840027,0.0
164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,1.0,0.3882732093334198,-0.820615828037262,0.0
166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,1.0,0.41411229968070984,-0.8151138424873352,0.0
168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,1.0,0.45467299222946167,-0.810222864151001,0.0
170,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,1.0,0.4875290095806122,-0.8041484355926514,0.0
172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,1.0,0.5322423577308655,-0.7993537187576294,0.0
174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,1.0,0.5767444968223572,-0.7938345074653625,0.0
176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,1.0,0.6198866963386536,-0.7849839925765991,0.0
178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,1.0,0.6741932034492493,-0.7407857775688171,0.0
180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,1.0,0.7225662469863892,-0.6954139471054077,0.0
182,1.0,0.0,0.0,0.0,1.0,-0.0021973326802253723,-0.9681692123413086,0.0
183,0.0,0.0,0.0,0.0,1.0,0.7551789879798889,-0.6616960763931274,0.0
184,1.0,0.0,0.0,0.0,1.0,0.018129343166947365,-0.9135699272155762,0.0
185,0.0,0.0,0.0,0.0,1.0,0.7551789879798889,-0.6616960763931274,0.0
186,1.0,0.0,0.0,0.0,1.0,0.019552741199731827,-0.8775964379310608,0.0
187,0.0,0.0,0.0,0.0,1.0,0.7763369083404541,-0.637587308883667,0.0
188,1.0,0.0,0.0,0.0,1.0,0.01823672093451023,-0.8344767093658447,0.0
189,0.0,0.0,0.0,0.0,1.0,0.7930684089660645,-0.6168456673622131,0.0
190,1.0,0.0,0.0,0.0,1.0,0.013192016631364822,-0.7878020405769348,0.0
191,0.0,0.0,0.0,0.0,1.0,0.8124930262565613,-0.5912567973136902,0.0
192,1.0,0.0,0.0,0.0,1.0,0.0075003476813435555,-0.7418516874313354,0.0
193,0.0,0.0,0.0,0.0,1.0,0.8272087574005127,-0.5669005513191223,0.0
194,1.0,0.0,0.0,0.0,1.0,0.0005598206189461052,-0.7090801000595093,0.0
195,0.0,0.0,0.0,0.0,1.0,0.8325209021568298,-0.5401400923728943,0.0
196,1.0,0.0,0.0,0.0,1.0,-0.004221396055072546,-0.6843767762184143,0.0
197,0.0,0.0,0.0,0.0,1.0,0.7950850129127502,-0.49808257818222046,0.0
198,1.0,0.0,0.0,0.0,1.0,-0.007424857933074236,-0.667749285697937,0.0
199,0.0,0.0,0.0,0.0,1.0,0.7385996580123901,-0.41930854320526123,0.0
200,1.0,0.0,0.0,0.0,1.0,-0.009485982358455658,-0.6552388072013855,0.0
201,0.0,0.0,0.0,0.0,1.0,0.6791747212409973,-0.3326440751552582,0.0
202,1.0,0.0,0.0,0.0,1.0,-0.01463143527507782,-0.6506868600845337,0.0
203,0.0,0.0,0.0,0.0,1.0,0.6272285580635071,-0.2622844874858856,0.0
204,1.0,0.0,0.0,0.0,1.0,-0.006948286667466164,-0.6752010583877563,0.0
205,0.0,0.0,0.0,0.0,1.0,0.6272285580635071,-0.2622844874858856,0.0
206,1.0,0.0,0.0,0.0,1.0,0.00846504420042038,-0.668605387210846,0.0
207,0.0,0.0,0.0,0.0,1.0,0.5155423283576965,-0.19543850421905518,0.0
208,1.0,0.0,0.0,0.0,1.0,0.044412076473236084,-0.6578525900840759,0.0
209,0.0,0.0,0.0,0.0,1.0,0.4478504955768585,-0.1609666645526886,0.0
210,1.0,0.0,0.0,0.0,1.0,0.08706151694059372,-0.6368833780288696,0.0
211,0.0,0.0,0.0,0.0,1.0,0.3702394664287567,-0.1312977373600006,0.0
212,1.0,0.0,0.0,0.0,1.0,0.12424670159816742,-0.6078010201454163,0.0
213,0.0,0.0,0.0,0.0,1.0,0.3702394664287567,-0.1312977373600006,0.0
214,1.0,0.0,0.0,0.0,1.0,0.1577688306570053,-0.5871853232383728,0.0
215,0.0,0.0,0.0,0.0,1.0,0.26393836736679077,-0.07004634290933609,0.0
216,1.0,0.0,0.0,0.0,1.0,0.18258975446224213,-0.5512233972549438,0.0
217,0.0,0.0,0.0,0.0,1.0,0.1813313066959381,-0.017378030344843864,0.0
218,1.0,0.0,0.0,0.0,1.0,0.21317577362060547,-0.5345228314399719,0.0
219,0.0,0.0,0.0,0.0,1.0,0.10574483871459961,-0.012495678849518299,0.0
220,1.0,0.0,0.0,0.0,1.0,0.25579673051834106,-0.5232089161872864,0.0
221,0.0,0.0,0.0,0.0,1.0,0.04043332859873772,-0.009886054322123528,0.0
222,1.0,0.0,0.0,0.0,1.0,0.27986377477645874,-0.5292176008224487,0.0
223,0.0,0.0,0.0,0.0,1.0,0.04043332859873772,-0.009886054322123528,0.0
224,1.0,0.0,0.0,0.0,1.0,0.27986377477645874,-0.5292176008224487,0.0
225,0.0,0.0,0.0,0.0,1.0,-0.04526231810450554,-0.061649125069379807,0.0
226,1.0,0.0,0.0,0.0,1.0,0.29593729972839355,-0.5681248903274536,0.0
227,0.0,0.0,0.0,0.0,1.0,-0.05654551461338997,-0.10289330035448074,0.0
228,1.0,0.0,0.0,0.0,1.0,0.2974555790424347,-0.6136185526847839,0.0
229,0.0,0.0,0.0,0.0,1.0,-0.05654551461338997,-0.10289330035448074,0.0
230,1.0,0.0,0.0,0.0,1.0,0.29411542415618896,-0.663587749004364,0.0
231,0.0,0.0,0.0,0.0,1.0,-0.05612402781844139,-0.14487071335315704,0.0
232,1.0,0.0,0.0,0.0,1.0,0.2654961943626404,-0.7160044312477112,0.0
233,0.0,0.0,0.0,0.0,1.0,-0.018403135240077972,-0.18611423671245575,0.0
234,1.0,0.0,0.0,0.0,1.0,0.1935971975326538,-0.777380108833313,0.0
235,0.0,0.0,0.0,0.0,1.0,0.0763816088438034,-0.237775981426239,0.0
236,1.0,0.0,0.0,0.0,1.0,0.10946959257125854,-0.8379259705543518,0.0
237,0.0,0.0,0.0,0.0,1.0,0.0763816088438034,-0.237775981426239,0.0
238,1.0,0.0,0.0,0.0,1.0,0.010654342360794544,-0.8745339512825012,0.0
239,0.0,0.0,0.0,0.0,1.0,0.21050794422626495,-0.312477171421051,0.0
240,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,1.0,0.21050794422626495,-0.312477171421051,0.0
242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,1.0,0.26544278860092163,-0.35653769969940186,0.01568627543747425
244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,1.0,0.30229243636131287,-0.3735402226448059,0.0784313753247261
246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,1.0,0.32241323590278625,-0.3845745027065277,0.2196078598499298
248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03529411926865578
249,0.0,0.0,0.0,0.0,1.0,0.32241323590278625,-0.3845745027065277,0.43137258291244507
250,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11372549831867218
251,0.0,0.0,0.0,0.0,1.0,0.32241323590278625,-0.3845745027065277,0.7529412508010864
252,1.0,0.0,0.0,0.0,1.0,-0.3164769411087036,-0.9491256475448608,0.18431372940540314
253,0.0,0.0,0.0,1.0,1.0,0.32241323590278625,-0.3845745027065277,0.803921639919281
254,1.0,0.0,0.0,0.0,1.0,-0.34529662132263184,-0.9378581643104553,0.2549019753932953
255,0.0,0.0,0.0,1.0,1.0,0.3311813771724701,-0.3710399568080902,1.0
256,1.0,0.0,0.0,1.0,1.0,-0.3580028712749481,-0.8993087410926819,0.34117648005485535
257,0.0,0.0,0.0,1.0,1.0,0.3286524713039398,-0.3626769185066223,1.0
258,1.0,0.0,0.0,1.0,1.0,-0.3419418931007385,-0.8538690209388733,0.4235294461250305
259,0.0,0.0,0.0,1.0,1.0,0.3066171407699585,-0.34977543354034424,1.0
260,1.0,0.0,0.0,1.0,1.0,-0.3368455767631531,-0.7954970598220825,0.5058823823928833
261,0.0,0.0,0.0,1.0,1.0,0.2735182046890259,-0.3414117097854614,1.0
262,1.0,0.0,0.0,1.0,1.0,-0.3131389915943146,-0.7339959740638733,0.5921568870544434
263,0.0,0.0,0.0,1.0,1.0,0.23646026849746704,-0.3246842622756958,1.0
264,1.0,0.0,0.0,1.0,1.0,-0.2651435434818268,-0.665525496006012,0.7098039388656616
265,0.0,0.0,0.0,1.0,1.0,0.2087966501712799,-0.31022533774375916,1.0
266,1.0,0.0,0.0,1.0,1.0,-0.22211861610412598,-0.5789464712142944,0.8078432083129883
267,0.0,0.0,0.0,1.0,1.0,0.18470978736877441,-0.30071714520454407,1.0
268,1.0,0.0,0.0,1.0,1.0,-0.1859121173620224,-0.5205161571502686,0.8392157554626465
269,0.0,0.0,0.0,1.0,1.0,0.16661766171455383,-0.2945816218852997,1.0
270,1.0,0.0,0.0,1.0,1.0,-0.1475517600774765,-0.48085126280784607,0.8588235974311829
271,0.0,0.0,0.0,1.0,1.0,0.14986003935337067,-0.2906752824783325,1.0
272,1.0,0.0,0.0,1.0,1.0,-0.1016523465514183,-0.4176810681819916,0.8549020290374756
273,0.0,0.0,0.0,1.0,1.0,0.13317978382110596,-0.28818705677986145,1.0
274,1.0,0.0,0.0,1.0,1.0,-0.06047391891479492,-0.3726886808872223,0.8352941870689392
275,0.0,0.0,0.0,1.0,1.0,0.11407782137393951,-0.2828309237957001,1.0
276,1.0,0.0,0.0,1.0,1.0,-0.007406970951706171,-0.3492586016654968,0.8078432083129883
277,0.0,0.0,0.0,1.0,1.0,0.10218372941017151,-0.2759058177471161,1.0
278,1.0,0.0,0.0,1.0,1.0,0.04760292172431946,-0.3072023391723633,0.7176470756530762
279,0.0,0.0,0.0,1.0,1.0,0.09479204565286636,-0.2697199583053589,1.0
280,1.0,0.0,0.0,1.0,1.0,0.09352982044219971,-0.2776493430137634,0.5176470875740051
281,0.0,0.0,0.0,1.0,1.0,0.09019331634044647,-0.26489388942718506,1.0
282,1.0,0.0,0.0,1.0,1.0,0.12414875626564026,-0.25927281379699707,0.32156863808631897
283,0.0,0.0,0.0,1.0,1.0,0.08873152732849121,-0.2589484453201294,1.0
284,1.0,0.0,0.0,1.0,1.0,0.13997191190719604,-0.27750417590141296,0.19607844948768616
285,0.0,0.0,0.0,1.0,1.0,0.08931438624858856,-0.25550591945648193,1.0
286,1.0,0.0,0.0,1.0,1.0,0.15602992475032806,-0.3132353723049164,0.0784313753247261
287,0.0,0.0,0.0,1.0,1.0,0.09168572723865509,-0.2535252571105957,1.0
288,1.0,0.0,0.0,1.0,1.0,0.1851867437362671,-0.3241913914680481,0.0
289,0.0,0.0,0.0,1.0,1.0,0.0937376543879509,-0.2529703378677368,1.0
290,1.0,0.0,0.0,1.0,1.0,0.20638908445835114,-0.3150956630706787,0.0
291,0.0,0.0,0.0,1.0,1.0,0.10691192001104355,-0.25286468863487244,1.0
292,1.0,0.0,0.0,1.0,1.0,0.21639981865882874,-0.2595611810684204,0.0
293,0.0,0.0,0.0,1.0,1.0,0.12939907610416412,-0.25320008397102356,1.0
294,1.0,0.0,0.0,1.0,1.0,0.2200751155614853,-0.17505450546741486,0.0
295,0.0,0.0,0.0,1.0,1.0,0.1576078087091446,-0.2650303840637207,0.7843137979507446
296,1.0,0.0,0.0,1.0,1.0,0.2256273329257965,-0.12391480803489685,0.0
297,0.0,0.0,0.0,1.0,1.0,0.1923885941505432,-0.27507299184799194,0.6039215922355652
298,1.0,0.0,0.0,1.0,1.0,0.23243679106235504,-0.09240618348121643,0.0
299,0.0,0.0,0.0,1.0,1.0,0.23215000331401825,-0.28996142745018005,0.43137258291244507
300,1.0,0.0,0.0,1.0,1.0,0.23590904474258423,-0.07280117273330688,0.0
301,0.0,0.0,0.0,1.0,1.0,0.265550434589386,-0.3056490123271942,0.3137255012989044
302,1.0,0.0,0.0,1.0,1.0,0.2317865490913391,-0.08732543885707855,0.0
303,0.0,0.0,0.0,1.0,1.0,0.30364611744880676,-0.3176451325416565,0.2392157018184662
304,1.0,0.0,0.0,1.0,1.0,0.22665603458881378,-0.0960940420627594,0.0
305,0.0,0.0,0.0,1.0,1.0,0.30364611744880676,-0.3176451325416565,0.2039215862751007
306,1.0,0.0,0.0,1.0,1.0,0.22239547967910767,-0.10141132026910782,0.0
307,0.0,0.0,0.0,1.0,1.0,0.3338947892189026,-0.32662370800971985,0.1098039299249649
308,1.0,0.0,0.0,0.0,1.0,0.21930785477161407,-0.10468863695859909,0.0
309,0.0,0.0,0.0,1.0,1.0,0.35607510805130005,-0.3428696095943451,0.003921568859368563
310,1.0,0.0,0.0,0.0,1.0,0.20383331179618835,-0.08446717262268066,0.0
311,0.0,0.0,0.0,1.0,1.0,0.37031713128089905,-0.3605717122554779,0.0
312,1.0,0.0,0.0,0.0,1.0,0.20038335025310516,-0.053533006459474564,0.0
313,0.0,0.0,0.0,1.0,1.0,0.3792370557785034,-0.39510661363601685,0.0
314,1.0,0.0,0.0,0.0,1.0,0.2221306413412094,0.004582392051815987,0.0
315,0.0,0.0,0.0,1.0,1.0,0.3792370557785034,-0.39510661363601685,0.0
316,1.0,0.0,0.0,0.0,1.0,0.2533870339393616,0.07731620967388153,0.0
317,0.0,0.0,0.0,1.0,1.0,0.3939874470233917,-0.44950494170188904,0.0
318,1.0,0.0,0.0,0.0,1.0,0.29693564772605896,0.16757185757160187,0.0
319,0.0,0.0,0.0,1.0,1.0,0.3939874470233917,-0.44950494170188904,0.0
320,1.0,0.0,0.0,0.0,1.0,0.3305051028728485,0.27579861879348755,0.011764707043766975
321,0.0,0.0,0.0,1.0,1.0,0.4063047766685486,-0.4992491900920868,0.0
322,1.0,0.0,0.0,0.0,1.0,0.35082346200942993,0.3612530827522278,0.0470588281750679
323,0.0,0.0,0.0,1.0,1.0,0.40833020210266113,-0.5153003931045532,0.0
324,1.0,0.0,0.0,0.0,1.0,0.3592195510864258,0.43226268887519836,0.10588236153125763
325,0.0,0.0,0.0,1.0,1.0,0.40833020210266113,-0.5153003931045532,0.0
326,1.0,0.0,0.0,0.0,1.0,0.3621383309364319,0.48721039295196533,0.16862745583057404
327,0.0,0.0,0.0,1.0,1.0,0.40833258628845215,-0.535710871219635,0.0
328,1.0,0.0,0.0,0.0,1.0,0.35858190059661865,0.5362248420715332,0.2352941334247589
329,0.0,0.0,0.0,1.0,1.0,0.40680041909217834,-0.5497496128082275,0.003921568859368563
330,1.0,0.0,0.0,0.0,1.0,0.35858190059661865,0.5362248420715332,0.25882354378700256
331,0.0,0.0,0.0,1.0,1.0,0.40578824281692505,-0.5593727231025696,0.0
332,1.0,0.0,0.0,0.0,1.0,0.3536463975906372,0.5799108743667603,0.2823529541492462
333,0.0,0.0,0.0,1.0,1.0,0.40389102697372437,-0.5592064261436462,0.0
334,1.0,0.0,0.0,1.0,1.0,0.33720895648002625,0.6199579238891602,0.3137255012989044
335,0.0,0.0,0.0,1.0,1.0,0.39907196164131165,-0.5558938980102539,0.0
336,1.0,0.0,0.0,1.0,1.0,0.3311164081096649,0.617153525352478,0.32549020648002625
337,0.0,0.0,0.0,1.0,1.0,0.3926417827606201,-0.552883505821228,0.0
338,1.0,0.0,0.0,1.0,1.0,0.32683196663856506,0.5981661677360535,0.3333333432674408
339,0.0,0.0,0.0,1.0,1.0,0.3833507299423218,-0.5495405197143555,0.0
340,1.0,0.0,0.0,1.0,1.0,0.3238935172557831,0.5803475379943848,0.3529411852359772
341,0.0,0.0,0.0,1.0,1.0,0.3769075572490692,-0.5468803644180298,0.01568627543747425
342,1.0,0.0,0.0,1.0,1.0,0.3238935172557831,0.5803475379943848,0.3686274588108063
343,0.0,0.0,0.0,1.0,1.0,0.37232401967048645,-0.5444508194923401,0.11764706671237946
